"","f0101","f0102","f04","f05","f06","f07","f0801","f0802","f0803","f0804","f0805","f0806","f0807","f0808","f0809","f0810","f0811","f0812","f0813","f0814","f0815","f0816","f0817","f0818","f0819","f0820","f0821","f0822","f0823","f0824","f0825","f0826","f0827","f0828","f0901","f0902","f0903","f1001","f1002","f1003","f1004","f11","f12","f14","f15","f1603","f1801","f180201","f180202","Mig","f22","f0201new","f0202new","f0203new","f03new","f1601","f1602","f20"
"3526","1","1","7","4",NA,"4","2","3","2","4","4","1","4","4","4","1","1","2","1","3","4","4","4","4","4","1","3","3","1","4","1","1",NA,NA,"1","1","0","1","1","0","0","2","2","3","2",NA,"1","1","1","2","1","1","5","1","0",1,NA,61
"3527","2","1","12","3","5","3","3","2","2","1","1","1","1","3","1","2",NA,"1","1","4","1","3","4","4","1","1","1","2","2","3","1","1","1","1","0","1","1","0","1","1","0","2","1","3","2",NA,"1","1","1","2","1","1","1","3","0",1,NA,60
"3528","2","1","11","5","10","5","2","2","1","1","2","1","2","4","4","2","2","2","2","3","2","4","4","4","2","1","2","1","1","2","1","1","1","2","1","1","1","0","0","1","0","2","2","3","2",NA,"1","1","1","2","3","1","5","2","0",1,NA,60
"3529","2","1","2","5","10","5","3","4","3","2","2","2","3","2","3","4",NA,"2","2","3","2","4","4","4","4","2","2","2","2","2","2","1","3","2","0","0","1","0","0","1","0","2","1","3","2",NA,"1","1","1","2","1","1","1","3","0",1,NA,60
"3530","2","1","5","3","6","3","3","2","1","3","3","2","3","3","3","4","1","3","3","4","4","4","4","4","4","4","4","4","1","2","4","1","1","3","0","1","1","0","1","1","0","2","1","3","2",NA,"1","1","1","2","2","1","5","1","0",1,NA,63
"3531","2","3","2","4","1","4","3","3","3","4","1","1","3","1","3","2","3","4","2","4","3","3","3","3","3","3","2","3","3","3","3","3","3","3","1","1","1","1","1","1","0","2","1","3","3",NA,"1","1","1","2","1","1","5","3","0",1,NA,60
"3532","2","88",NA,"3","3","3","2","4","4","4","4","1","4","4","4","2","4","1","4","1","4","4","4","4","4","2","4","2","3","2","1","1","1","1","1","1","1","1","1","1","0","2","2","3","2",NA,"1","1","1","2","2","1","4","3","1",1,NA,60
"3533","2","1","1","4","5","3","3","4","2","4","1","1","4","4","4","3","1","2","3","2","4","4","4","4","4","3","3","2","3","2","1","1","1","1","1","1","1","1","1","0","0","1","1","3","4",NA,"1","1","1","2","1","1","5","1","0",1,NA,63
"3534","2","1","5","3","3","3","2","3","3","2","2","2","2","3","2","2","2","2","2","2","4","4","4","4","4","4","2","2","3","3","2","2","2","3","1","1","1","1","1","0","0","1","2","3","2",NA,"1","1","1","2","3","1","5","1","0",1,NA,60
"3535","2","1","4","2","5","4","3","3","3","3","3","2","3","3","3","2",NA,"2","2","2","2","4","1","4","3","2","2","3","2","3","3","3","4","4","1","0","0","1","0","0","0","2","1","3","2",NA,"1","1","1","2","1","1","1","4","0",1,NA,62
"3536","2","1","1","1","6","1","1","4","1","3","2","1","4","3","4","3","1","4","1","4","3","4","1","4","4","1","1","1","1","1","3","1","1","1","1","1","1","1","1","1","0","2","2","3","2",NA,"1","1","1","2","3","0","5","1","0",1,NA,61
"3537",NA,NA,"11","6","3","5","1","3","1","2","2","4","2","2","4","2","2","2","2","2","2","4","4","4","2","2","4","2","2","2","2","2","2","2","1","1","1","1","0","1","0","2","1","3","2",NA,"1","1","1","2","1","0","5","4","1",1,NA,60
"3538",NA,NA,"12","6","5","5","3",NA,"2",NA,"2","2","2","2",NA,"3",NA,"4",NA,"4","1","3","1","3","2","1","1","2","1","3","3","2","2","3","1","1","1","0","0","1","0","2","1","3","2",NA,"1","1","1","2","1","0","3","2","0",1,NA,60
"3539","2","1","11","5","1","5","1","4","1","3","2","2","4","3","3","4",NA,"3","2","2","4","4","4","4","2","2","2","1","1","2","1","3","2","2","1","1","0","1","1","0","0","2","1","3","2",NA,"1","1","1","2","1","0","4","1","0",1,NA,63
"3540",NA,NA,NA,"5","10","5","1","2","2","3","2","2","4","1","4","2","3","2","1","1","4","4","4","4","4","4","3","2","3","2","1","1","1","1","1","1","1","1","1","1","0","1","1","3","2",NA,"1","1","1","2","2","0","2","2","0",1,NA,64
"3541","2","1","1","4","9","4","4","1","1","1","1","4","2",NA,NA,"4",NA,"1","2","4","3","3","4","4","1","1","1","1","1","1",NA,NA,NA,NA,"1","0","0","1","1","1","0","2","2","3","2",NA,"1","1","1","2","1","0","4","3","0",1,NA,62
"3542","2","1","1","5","1","5","3",NA,"3","4","3","2","3","3","3","2",NA,"2","2","3","4","4","4","4","3","2","2","3","2","4",NA,NA,"2","2","1","1","1","0","1","0","0","2","1","3","3",NA,"1","1","1","2","1","0","4","1","0",1,NA,60
"3543","2","1","5","4",NA,"4","3","2","3","4","3","2","1","4","4","2","3","4","1","2","3","4","4","4","4","2","3","3","3","3","3","2","3","3","1","1","1","1","1","1","0","2","2","3","3","1","1","1","1","2","4","1","5","1","0",4,0,60
"3544","2","3",NA,"4","8","5","3","2","1","2","2","1","2","4","3","3","4","3","2","2","4","4","4","4","3","1","2","2","1","2","2","1","1","1","1","1","1","1","1","1","0","2","1","3","3","1","1","1","1","2","4","0","5","2","0",2,0,61
"3545","2","1","1","4",NA,"3","4","2","2","4","3","1","4","2","3","2","1","1","1","2","3","4","1","4","4","1","1","1","1","3","3","2","2","1","1","1","1","1","1","0","0","2","1","3","2","2","1","1","1","2","4","1","5","5","1",2,0,63
"3546","2","1","5","4","9","4","2","3","3","3","3","2","3","2","3","2","1","2","2","4","4","4","4","4","2","2","2","2","3","3","3","2","2",NA,"1","1","1","1","1","1","0","2","2","3","2","2","1","1","1","2","1","1","5","2","0",3,0,60
"3547","2","1","4","2","6","3","2","4","2","2","2","1","4","4","2","2","2","1","1","4","4","4","1","4","4","1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","0","2","2","3","3","2","1","1","1","2","2","1","5","1","0",2,0,61
"3548","2","1","1","4","1","3","2","3","3","3","2","2","3","2","3","2","2","2","2","3",NA,"3","3","3","3","2","2","2","3","3","2",NA,"2",NA,"1","1","1","1","1","1","0","2","1","3","2","2","1","1","1","2","1","1","5","2","0",2,0,62
"3549","2","1","5","4","4","4","3","3","3","3","3","2","3","3","3","3",NA,"3","3","3","3","4","3","3","3","3","3","3","2","3","3","2","2","3","1","1","1","1","1","1","0","2","2","3","2","2","1","1","1","2","2","1","4","2","0",2,0,64
"3550","2","1","1","4","8","4","3","3","2","3","2","2","3","3","2","3","2","3","2","3","2","2","4","3","3","2","2","2","2","3","3","3","3","2","1","1","0","1","1","0","0","2","1","3","6","2","1","1","1","2","4","1","5","2","0",3,0,61
"3551","2","1","10","4","6","3","2","2","1","2","1","1","4","1","2","2","1","1","1","2","3","4","4","4","2","2","2","1","1","2","1","1","2","2","1","1","1","1","1","1","0","2","1","3","3","2","1","1","1","2","5","1","5","2","0",2,0,62
"3552","2","1","11","3",NA,"3","2","3","2","4","3","1","4","4","4","1","4","1","1","4","2","4","4","4","4","3","3","3","2","2","1","2","2","1","1","1","1","1","1","0","0","2","1","3","2","2","1","1","1","2","4","1","5","2","0",2,0,61
"3553","2","1","2","4","10","5","2","3","2","3","1","1","2","4","4","2","4","2","1","2","4","4","4","4","4","4","3","1","3","4","1","1","3","2","1","1","1","1","1","1","0","2","1","3","2","2","1","1","1","2","2","1","4","2","0",3,0,63
"3554","2","1","11","5","1","5","2","2","1","3","2","1","4","1","4","4",NA,"2","2","3","2","2","4","4","2","2","3","3","2","3","1","1","2","2","1","0","0","1","1","1","0","2","1","3","2","2","1","1","1","2","1","1","5","3","0",2,0,64
"3555","2","1","1","4","3","4","3","2","4","4","2","1","4","1","4","2","4","3","1","4","3","4","4","4","4","3","3","2","2","3","1","3","2","2","1","0","0","1","0","0","0","2","1","3","2","2","1","1","1","2","4","1","4","5","1",2,0,62
"3556","2","88",NA,"3","4","3","1","3","1","2","1","1","2","4","1","1","1","1","1","1","3","1","1","3","3","3","2","1","1","1","1","2","1","1","1","1","1","1","1","1","0","2","2","3","2","2","1","1","1","2","1","1","3","3","0",2,0,64
"3557","2","1","1","4","10","5","2","4","2","3","2","1","4","1","3","3","1","3","2","2","1","4","4","4","4","2","2","1","1","2","2","2","3","2","1","1","1","1","1","0","0","2","2","3","2","2","1","1","1","2","2","1","4","2","0",2,0,62
"3558","2","1",NA,"3","1","5","4","2","3","3","4","3","4","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","2","2","2","2","3","3","1","0","0","1","0","0","0","2","2","3","3","2","1","1","1","2","2","1","5","3","0",2,0,61
"3559","2","1","11","4","4","4","2","4","4","4","1","1","4","4","3","3","1","3","4","2","4","4","4","4","4","2","2","3","2","4","1","1","4","3","1","1","1","1","1","1","0","1","2","3","2","2","1","1","1","2","3","1","5","1","0",2,0,63
"3560","1","1","7","5","1","4","2","3","4","2","4","2","3","2","3","3","3","2","2","3","4","3","4","4","2","3","3","1","1","2","1","1","1","1","1","1","1","1","1","1","0","2","2","3","2","2","1","2","2","1","3","1","5","2","0",2,0,63
"3561","2","1","1","3","8","3","3","4","2","3","1","1","4","4","4","2","4","1","1","2","4","4","4","4","4","4","3","2","2","4","3","1","1","2","1","1","1","1","1","1","0","1","1","3","4","2","1","1","1","2","3","1","5","1","0",2,0,63
"3562","2","1","1","4","1","4","1","4","3","4","3","1","3","3","4","2","4","3","1","3","3","4","4","4","4","4","3","2","3","2","2","2","2","2","1","1","0","1","1","1","0","2","1","3","2","2","1","1","1","2","2","1","5","1","0",3,0,60
"3563","2","1","12","3","1","3","1","4","4","2","3","1","4","4","4","2","3","1","1","2","4","3","4","4","4","3","3","2","3","2","1","1","4","2","1","1","0","1","1","1","0","2","2","3","2","2","1","1","1","2","2","1","1","1","0",4,1,61
"3564","2","1","5","4","1","4","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","0","0","1","0","0","0","2","2","3","2","2","1","1","1","2","2","1","5","1","0",2,0,61
"3565","2","1","11","5","5","3","4","2","2","3","2","1","4","3","3","3","1","3","1","4","3",NA,"1","4","3","1","2","2","1","3","2","1","2","1","1","1","1","1","1","1","0","2","1","3","2","2","1","1","1","2","1","1","5","1","0",3,2,62
"3566","2","1","5","4","3","4","3","2","2","4","2","1","4","3","4","2","4","2","1","3","4","4","4","4","4","2","2","2","2","3","2","3","2","2","1","1","1","1","1","0","0","2","1","3","2","2","1","1","1","2","2","1","4","2","0",2,0,62
"3567","1","1","7","4","4","4","1","4","2","4","4","1","4","4","4","1","4","2","2","3","4","4","4","4","4","4","4","4","4","1","1","1","3","3","1","1","1","1","1","1","0","2","1","3","5","2","1","1","1","2","3","1","5","4","0",2,0,62
"3568","1","6","12","4","9","4","2","4","2","2","1","2","1","4","1","3","1","1","1","4","4","2","3","3","2","1","1","1","1","2","3","2",NA,"3","1","0","0","1","1","1","0","2","2","3","2","2","1","1","1","2","2","1","4","1","0",2,0,60
"3569","2","1","11","5","6","5","2","4","3","4","1","1","2","4","4","2","1","3","1","1","4","4","4","4","2","2","2","2","2","2","3","1","1","1","1","1","1","1","1","1","0","1","2","3","3","2","1","1","1","2","3","1","5","1","0",2,0,60
"3570","2","1",NA,"3","9","3","4","2","2","3","2","1","4","3","3","3","1","4","1","2","4","2","4","4","4","1","2","1","1","2","1","1","1","1","1","1","1","1","1","1","0","2","2","3","6","2","1","1","1","2","3","1","5","2","0",2,0,60
"3571","2","1","5","4","11","5","2","3","2","2","3","1","4","1","4","1","1","2","2","4","3","4","4","4","3","3","2","2","3","2","1","2","2","2","1","1","1","1","1","0","0","2","1","3","6","2","1","1","1","2","3","1","4","5","1",2,0,61
"3572","2","1","11","6","1","1","3","3","3","3","2","4","2","2","2","4","1","2","2","3","2","3","1","4","2","2","2","2","2","3","2","2","2","3","1","1","1","1","1","0","0","1","1","3","2","2","1","1","1","2","3","0","5","1","0",2,0,60
"3573",NA,NA,"11","1","1","1",NA,"2","3","3","2","2","3","4","4","3","1","2","1","4","2",NA,"4","4","2","1","1","1","2","1","1","1","2","1","1","1","1","1","1","1","0","2","2","3","2","2","1","1","1","2","3","0","5","2","0",3,0,62
"3574","2","3","12","4","11","4","1","1","1","3","4","1","4","4","4","1","4","1","1",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","2","1","3","2","2","1","1","1","2","2","0","5","1","0",4,0,60
"3575","2","1","10","4","4","5","1","3","1","2","3","1","2","3","1","2","2","3","1","3","2","3","3","4","1","1","2","2","1","2","1","2","2","2","0","1","0","1","0","0","0","2","1","3","2","2","1","1","1","2","2","0","5","1","0",2,0,64
"3576","2","1","11","5","9","5","2","2","1","2","4","1","3","4","2","3",NA,"2","2","4","4","4","4","4","4","1","1","1","1","1","1","2",NA,NA,"1","1","1","1","1","1","0","2","2","3","2","2","1","1","1","2","2","0","4","1","0",4,0,63
"3577",NA,NA,"11","6","10","5","2","2","3","4","2","1","4","3","3","3",NA,"3","2","3","2","3","4","4","2","3","3","2","2","4","2","2",NA,"3","1","1","1","1","1","1","0","2","2","3","2","2","1","1","1","2","3","0","4","1","0",2,0,60
"3578","2","1","5","4","1","4","4","2","2","4","2","1",NA,"4","4","1","1","3","1","3","2","4","1","4","4","4","4","2","2","2","1","1","1","1","1","1","1","1","1","1","0","1","1","3","2","2","1","1","1","2","3","0","5","2","0",2,0,63
"3579",NA,NA,"6","6","10","5","3","2","2","4","2",NA,NA,"2","1","4",NA,NA,NA,"4","1","4","4","3","4","1","1","1","1","1","2","1","1","1","0","1","0","1","0","0","0","2","1","3","4","2","1","1","1","2","3","0","5","1","0",2,0,62
"3580",NA,NA,"1","1","10","1","4","2","2","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"4","1",NA,"4",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,"1","1","1","1","1","1","0","2","2","3","2","2","1","1","1","2","3","0","5","1","0",2,0,64
"3581",NA,NA,NA,"1",NA,"1","2","3",NA,NA,"2","1",NA,"1","3","2","1","1","1","4","1","4","4","4",NA,"2","2","1","1","2","1","1",NA,NA,"1","1","1","1","1","1","0","2","2","3","2","2","1","1","1","2","2","0","4","1","0",2,0,60
"3582","2","1","11","5","3","5","2","3","2",NA,"2","2",NA,"4","4","2","1","2","2","2","3","3","4","4","2","2","2","2","2",NA,NA,NA,"3",NA,"1","1","1","1","1","1","0","2","2","3","2","2","1","1","1","2","3","0","5","1","0",2,0,62
"3583",NA,NA,"1","6","1","5","2","1","3","2","2","1","2","1","4","3","1","3","1","4","1","1","4","4","4","2","2","3","1","4","3","1","4","3","1","1","1","1","1","1","0","2","1","3","4","2","1","1","1","2","3","0","1","4","0",2,0,60
"3584",NA,NA,NA,"1","10","1","1","3","1","1","1","1",NA,"1","1","1","1","1","1","4","1","4","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","2","2","3","2","2","1","1","1","2","1","0","1","1","0",2,0,62
"3585","2","1","5","3","3","3","1","2","1","4","2","1","4","1","4","3",NA,"3","1","4","1","4","4","4","3","2","3","2","1","1","1","2","2","1","1","1","1","1","1","1","0","2","1","3","2","2","1","1","1","2","3","0","4","2","0",2,0,60
"3586","2","1","5","4","4","3","1","3","3","4","4","4","2","4","4","4","4","4","4","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","1","0","0","1","0","0","2","1","3","2","2","1","1","1","2","1","0","5","2","0",2,0,63
"3587",NA,NA,"11","1","10","6","3","2","1",NA,"3","1","1","1","4",NA,NA,"2","2","4","1","3","2","3","4","1","1","1","1","3",NA,"4",NA,NA,"1","1","0","0","0","0","1","2","2","3","2","2","1","1","1","2","2","0","5","2","0",2,0,62
"3588",NA,NA,"6","6","1","3","2","3","3","4","3","1","4","3","4","3","3","3","1","2","3","4","4","4","3","4","4","3","2","3","1",NA,"2","2","1","0","0","1","0","0","0","2","1","3","4","2","1","1","1","2","3","0","5","2","0",2,0,61
"3589",NA,NA,"7","4","1","4","2","2","2","3","2","2","3","3","3","2","2","2","2","4","4","3","3","3","3","2","2","2","2","2","2","2","2","2","1","1","1","1","0","0","0","2","2","3","2","2","1","1","1","2","3","0","5","1","0",2,0,60
"3590","2","4","2","5","10","5","2","2","2","1","2","1","3","1","4","3","1","3","2","4","4","4","4","4","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","0","0","2","2","3","3","2","1","2","1","1","3","0","3","3","0",2,0,60
"3591","1","1","7","4","4","4","3","2","4","4","2","1","3","4","3","3",NA,"4","1","4","2","4","4","4","4","2","1","1","1","2","1","3",NA,"2","1","1","1","1","1","1","0","2","1","3","3","2","1","1","1","2","3","0","5","2","0",2,0,63
"3592","2","3","11","3","4","3","1","4","2","4","2","4","4","4","4","4","2","2","1","4","4","4","4","1","4","1","1","4","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","4","2",NA,"1","1","1","2","1","1","5","3","0",1,NA,63
"3593","1","1","7","3","4","3","2","2","1","4","1","1","4","1",NA,"3","1","3","2","4","2","4","4","4","3","1","1","1","1","3","2","2","1","1","1","1","0","1","1","0","0","2","1","4","2",NA,"1","1","1","2","3","1","4","1","0",1,NA,64
"3594","2","1","12","4","4","3","2","4","3","4","2","1","4","4","4","2","4","1","1","4","4","4","4","4","4","2","4","2","2","4","1","3","1","1","1","1","1","1","1","1","0","1","1","4","6",NA,"1","1","1","2","5","1","4","1","0",1,NA,63
"3595","2","1","11","4","3","5","1","3","1","2","2","1","2","2","4","3","4","3","2","4","3","3","3","4","3","1","2","1","1","2","1","1","2","1","1","1","1","1","1","1","0","2","1","4","2",NA,"1","1","1","2","3","1","5","4","0",1,NA,61
"3596","2","1","12","3",NA,"3","2","3","3","4","4","1","3","2","4","2",NA,"2","3","3","3","4","1","4","4","3","2","3","3","3","2","3","2","2","1","1","1","1","1","1","0","2","1","4","2",NA,"1","1","1","2","2","1","3","1","0",1,NA,62
"3597","2","1","1","5","4","3","2","3","2","3","2","1","3","2","3","1","3","2","1","2","2","4","2","4","4","2","2","2","2","3","4","3","1","2","1","1","1","1","1","1","0","2","2","4","2",NA,"1","1","1","2","3","1","4","2","0",1,NA,64
"3598","2","1","12","5","4","3","2","3","3","3","2","1","3","3","2","2","2","2","3","1","1","3","1","3","1","1","1","1","1","1","1","2","1","1","0","1","0","0","0","1","0","2","2","4","2",NA,"1","1","1","2","1","1","1","1","0",1,NA,62
"3599",NA,NA,"6","6","11","5","3","3","2","3","4","2","3","3","4","2","1","3","1","3","4","2","4","1","2","2","2","1","1","2","2","2","2","2","1","0","0","1","0","0","0","2","2","4","2",NA,"1","1","1","2","1","0","5","1","0",1,NA,61
"3600",NA,NA,"6","6","1","6","2","2","2","2","2","2","2","2","2","2","1","3","1","2","2","4","4","4","2","2","2","2","2","2","2","2","2","2","1","1","1","0","0","0","1","2","1","4","2",NA,"2","2","2","1","2","0","5","1","0",1,NA,62
"3601",NA,NA,NA,"1","4","1","3","3","2",NA,"2","2",NA,"2","3","2",NA,"2","2","4","4","4","3",NA,NA,"2","3","2","3","3","3","2","2","2","0","0","1","1","0","0","0","2","2","4","3",NA,"1","1","1","2","1","0","3","4","0",1,NA,64
"3602",NA,NA,"11","6","10","5","3","2",NA,NA,"3","2",NA,"2","2","4","4","3","2","4","3","3","3","4",NA,"2","2","2","1","2","2","2",NA,"2","1","1","1","0","0","0","1","2","2","4","2",NA,"1","1","1","2","1","0","5","1","0",1,NA,61
"3603",NA,NA,"6","6","10","1","2","2","1","1","1","1","1","1","1","3","1","4","1","4","1","3","4","2","1","1","1","1","1","2","2","1","2","1","1","1","1","1","1","1","0","2","1","4","2",NA,"1","1","1","2","3","0","5","1","0",1,NA,60
"3604",NA,NA,"6","6","3","6","4","1","2",NA,"2",NA,NA,NA,NA,NA,"1",NA,"2","3",NA,NA,"4",NA,NA,"1",NA,"2","1",NA,NA,"2",NA,NA,"1","1","1","0","0","0","1","2","1","4","2",NA,"1","1","1","2","1","0","5","1","0",1,NA,61
"3605","2","1",NA,"5","5","4","3","2","2","2","2","1","4","3","2","4","1","4","2",NA,NA,"3","2","4","4","2","1","1","1","1","1","1","3","1","1","1","1","1","1","1","0","2","1","4","2",NA,"1","1","1","2","1","0","3","1","0",1,NA,61
"3606",NA,NA,"6","6","4","5",NA,NA,NA,"2","4","2","3","2","2","4","1","4","2","4","1","4","4","4","2","2","2","2","1","4","4",NA,NA,NA,"1","1","1","0","0","0","1","2","1","4","3",NA,"1","1","1","2","4","0","5","1","0",1,NA,64
"3607",NA,NA,"11","1","1","1","2","1","2","2","2","2","1","1","2","4","1","4","1","2","1","1","4","2","1","1","1","1","1","2","2","1","1","1","1","1","1","0","0","0","1","2","1","4","2",NA,"1","1","1","2","3","0","5","1","0",1,NA,60
"3608","2","1","12","5","4","5","3",NA,NA,NA,"2","2",NA,NA,NA,"2",NA,"3","2","4","2",NA,"3","3",NA,"2",NA,NA,"2",NA,NA,NA,"2",NA,"1","0","0","1","0","0","0","2","2","4","2",NA,"1","1","1","2","2","0","5","1","0",1,NA,62
"3609",NA,NA,"11","1","5","1","2","2","2","2","1","2","1","2","1","3","2","3","2","3","3","2","4","3","2","2","2","1","1","2","3","1","2","2","0","1","0","1","1","1","0","2","2","4","1",NA,"1","1","1","2","1","0","5","2","0",1,NA,63
"3610","2","1","1","1","4","1","4","4","4",NA,"3","3",NA,"2","3","2","2","3","3",NA,"3","4","4","4",NA,"4","4","3","3","4","2","4","2","2","1","1","1","1","1","1","0","2","1","4","2",NA,"1","1","1","2","3","0","5","1","0",1,NA,64
"3611",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,"2","2",NA,"4",NA,NA,"1",NA,NA,"4","1","4","1","4","1","2","2","2","3","2",NA,NA,NA,NA,"1","1","1","0","0","0","1","2","2","4","3",NA,"1","1","1","2","1","0","5","1","0",1,NA,64
"3612",NA,NA,"11","1","5","1","3","1","1",NA,"2","2","2","2","1","3",NA,"4","2","4","3",NA,"4","3",NA,"1","1","1","1","2","2","2","2","2","1","1","1","0","0","0","1","2","2","4","2",NA,"1","1","1","2","1","0","5","1","0",1,NA,62
"3613",NA,NA,"11","6","3","6",NA,"3","1",NA,"1","2",NA,NA,"1",NA,"1","4","3","4","4","4","4","4","4","1","1","1","1",NA,"4","2",NA,"4","1","1","1","1","1","1","0","2","1","4","2",NA,"1","1","1","2","3","0","1","1","0",1,NA,60
"3614",NA,NA,"6","6","10","4","2","3",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"2",NA,NA,"2","2","2",NA,NA,NA,NA,NA,NA,"1","1","0","0","0","0","1","2","2","4","2",NA,"1","1","1","2","1","0","4","2","0",1,NA,62
"3615",NA,NA,"11","1","11","1","3","2","2","4","2","1","3","1","1","3",NA,"4","2","4",NA,"4","4","4","4","1","1","1","1","2","2","3","2",NA,"1","1","1","1","1","1","0","2","2","4","2",NA,"1","1","1","2","1","0","5","2","0",1,NA,63
"3616","2","1","1","4","4","4","2","3","3","3","2","2","3","2","3","3","3","2","2","2","3","4","4","4","2","3","2","2","2","3","1","1","1","1","1","1","1","1","1","1","0","1","1","4","3",NA,"2","2","2","1","3","0","5","2","0",1,NA,63
"3617","1","1","7","4","10","4","3","3","3","4","2","2","4","3","2","3","4","4","2","3","3","3","1","4","3","2","2","2","2","3","3","2","4","3","1","1","1","1","1","1","0","2","1","4","1","1","1","1","1","2","3","1","5","1","0",3,0,61
"3618","2","3","5","6","9","6","4","2","2","4","2","2","4","4","4","4","1","3","1","2","4","4","4","4","4","1","2","1","1","4","2",NA,"3",NA,"1","1","1","1","1","1","0","2","2","4","3","1","1","2","1","1","4","1","5","1","0",2,0,60
"3619","2","1","1","4","1","5","2","3","3","4","2","2","3","3","2","2","4","4","1",NA,"3","4","1","4","3","2","2","2","2","3","2","2","2","3","1","1","0","0","1","0","0","1","1","4","3","1","1","1","2","1","3","1","5","2","0",3,0,60
"3620","1","1","7","4","1","4","3","3","3","4","2","2","4","2","4","2","1","2","1","4","3","4","1","4","2","1","4","2","1","3","2","2","4","1","1","1","0","1","1","0","0","2","1","4","2","2","1","2","1","1","3","1","1","2","0",2,0,63
"3621","1","1","7","4","10","4","2","3","3","4","2","2","4","3","4","3","3","2","1","2","3","4","4","4","4","3","2","3","1","3","2","3","1","3","1","1","1","1","1","1","0","2","1","4","2","2","1","1","1","2","3","1","5","2","0",3,0,61
"3622","1","1",NA,"3","9","4","1","2","2","2","3","2","3","2","3","2",NA,"3","1","3","4","4","4","4","2","3","3","2","1","3","2","2",NA,"1","1","1","1","1","1","1","0","2","2","4","2","2","1","1","1","2","3","1","4","1","0",2,0,64
"3623","2","3","5","4","4","4","3",NA,"2","4","2","1","4","2","4","4","1","3","1","4","3","4","4","4","4","3","3","1","3","2","1","1","2","1","1","1","1","1","1","1","0","2","1","4","2","2","1","1","1","2","3","1","5","1","0",2,0,64
"3624","1","1","7","3","10","3","1","3","2","4","1","2","4","3","4","2","2","3","1","2","2","4","4","4","4","1","2","2","2","4","1","1","2","2","1","1","1","1","1","1","0","2","1","4","3","2","1","1","1","2","1","1","3","1","0",2,0,61
"3625","2","1","11","4","3","5","3","3","3","2","4","2","4","4","2","3","4","2","2","4","3","4","4","4","3","3","3","2","3","3","2","2","3","2","1","1","1","1","0","1","0","2","2","4","2","2","2","2","2","1","1","1","4","1","0",2,0,64
"3626","1","1","1","4","3","4","1","4","2","3","3","1","4","2","4","1","2","2","2","4","2","4","4","4","4","4","4","3","4","2","1","2","1","1","1","1","1","1","1","1","0","2","1","4","5","2","1","1","1","2","3","1","4","3","0",4,0,61
"3627","2","1",NA,"5","10","5","4","4","4","4","3","2","4","3","2","2","2","3","1","3","2","4","4","4","4","3","3","2","2","2","1","2","2","2","1","1","1","1","1","1","0","1","1","4","3","2","1","1","1","2","3","1","4","2","0",2,0,64
"3628","2","1","1","4","4","4","1","4","2","3","2","1","4","3","2","3","1","1","1","3","2","4","4","4","4","3","2","2","3","2","2","2","2","2","1","1","0","1","1","0","0","2","1","4","2","2","1","1","1","2","3","1","4","2","0",3,0,63
"3629","2","1","1","3","1","5","3","3","2","4","2","1","4","1","4","3","1","2","1","3","2","4","4","4","4","1","3","1","1","2","1","2","1","1","1","1","1","0","1","1","0","2","1","4","2","2","1","1","1","2","3","1","4","1","0",2,0,60
"3630","2","1","11","3","1","3","1","3","1","3","3","3","3","4","4","3","4","4","1","2","1","3","1","4","4","4","4","4","1","4","1","1","2","1","1","1","0","1","1","0","0","2","1","4","4","2","1","1","1","2","1","1","1","1","0",3,0,61
"3631","2","3","11","5","10","4","2","3","4","3","3","1","3","4","4","4","4","4","1","4","3","4","4","4","3","4","3","3","2","4","2","2","2","2","1","1","0","1","1","0","0","2","1","4","4","2","1","1","1","2","2","1","4","1","0",2,0,62
"3632","2","1","1","5","3","5","1","2","2","1","4","1","2","3","4","3","1","3","1","3","1","4","4","4","2","2","2","1","1","1","1","4","1","1","1","1","1","1","1","1","0","2","1","4","2","2","1","1","1","2","2","1","5","1","0",2,0,64
"3633","2","1","5","4","4","4","4","1","3","3","2","2","4","2","4","3","4","4","2","4","3","4","4","4","4","4","4","2","3","3","3","2","2","2","1","1","1","1","1","1","0","2","1","4","2","2","1","1","1","2","1","1","4","1","0",3,0,62
"3634","2","1","1","4","1","4","1","4","2","4","4","1","4","4","4","1","4","1","1","1","4","4","4","4","4","4","4","1","4","4","4","2","1","1","1","1","1","1","1","1","0","1","1","4","2","2","1","1","1","2","3","1","4","1","0",2,0,61
"3635","2","1",NA,"2","3","3","2","3","3","3","3","2","2","2","2","2","2","2","2","2","3","3","3","3","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","0","2","1","4","6","2","1","1","1","2","4","1","4","1","0",2,0,60
